AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Lain-Lain,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
0,0,1,0,0,0,False,False,False,True,False,True,False,False,False,3.5496869705377536,-1.0325780300293383,-0.31137103642791686,0.3960445754723979,-1.7891333978237702,1.0207307756481807,0.08913953143659926,-0.5555947906082463,0.6687410859835373,1.4614505049688242,-0.030848998697842522,-0.5283260561885327,0.553903864264425
0,0,1,1,0,0,False,False,False,True,False,False,True,False,False,3.1736205873660848,0.696657977212438,-1.2689174267680368,-1.175401206626522,-0.13275026735908874,1.0747509789026062,0.014333845769433766,-1.2701815652724349,0.7282395890669442,-0.36408380278962593,1.533352992236092,-0.17868954675229223,0.396449606243947
0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,-1.8950572501799747,0.4178861092592126,0.9702413537418911,-0.31504008721790355,-0.3648837717968594,-0.7448861812743864,-0.5151073856258314,0.6246743025191388,-0.1363220813047764,0.14928414735493564,-0.3227622718726698,0.3019292531696976,0.198408994861748
0,0,0,0,0,0,False,False,True,False,False,False,True,False,False,-0.9095794485424655,-0.6397492152666138,-0.19804453952789222,0.7880070254923853,0.7076022735453588,0.6891731591352837,0.1984429920464701,-0.3287345943657311,-0.8295770421600399,0.14280076500314584,0.5090494793112558,-0.3133818876496124,-0.48727536961964857
0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,-0.8227952837039213,-0.5555378505294003,-0.7531730073849772,1.3654227431342987,1.055349896299004,0.0744617320832082,0.2597273388378702,-0.9659795708910593,-0.7376949955357021,-0.2440783888042711,0.11993885318076127,-0.7756208467906996,-0.7258219783569708
0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,-1.6359974685320517,-1.3537821918556083,0.17305096577136636,-1.317732934955603,0.2408882908896743,1.135116907326772,-0.0020127122129394307,0.17725022271413785,-0.5095178932181931,0.6404200434802694,-0.3516383751491309,-0.03486982896256716,-0.5474592629905249
0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,-0.40059664816645746,0.12245442481253406,-1.4812704355129809,-1.1490749960997044,0.22515171427808012,0.03690909476536956,-0.76672128078906,0.46773430368108115,0.06799175184974468,0.30293919343075143,-0.43712276489091934,0.3315009439169301,-0.5748252110766742
0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,3.93301175755307,0.044244345937729045,0.04003997587838804,0.2720743122655315,1.9126545715728729,0.08156478665515188,2.086108802916596,0.3169931456382015,0.9654072918525032,-1.9665312523859633,-0.5248759958586929,0.291207942030474,-0.7291533828029564
0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,-0.6377036413549273,-0.7290440516822475,-1.2955634213512095,-1.7811480496275567,-0.042558653071333594,-0.090149063567352,-1.017847933768844,1.4750620580717435,-0.7179016906683408,0.5685389200630365,0.03362672601385919,-0.1597469230658443,0.053152407807600444
0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,2.152146416957802,-0.017031255528261992,0.043569368993253026,1.617264629255361,0.8397907370783024,-0.777360927655841,-1.8052157377519793,0.1707109042567571,1.143576563231908,3.0215048764864845,-0.05601078931435001,-1.0063087511070008,0.5383368408475381
0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,0.5320807884970039,0.4102283313327826,-1.7849958222291695,-1.247904104228115,-0.469950006691826,0.5442662410488447,-0.47707774697118677,0.7145573265865601,-0.4220278392129721,-0.15932131536715463,0.052802452714319104,-0.17795912619601603,-0.13415055086208325
0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,-2.3817274782416265,0.6093537371593648,-0.3318260810110524,-0.32606494925135676,0.04478733520473715,-0.8439066431500459,-0.12047613873254687,-0.11692480142071815,-0.007067007483452364,-0.15016209519783116,0.01149974695486175,0.00045767086847940637,0.40886491144835646
0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,-0.6021577892427019,-1.413265770602314,1.0356077415075802,1.0004445718780566,-0.8713060557824931,-0.3482214041543502,-1.2588134700528153,0.5679210691102603,0.07744956224899731,-0.3879292864126676,0.5829594085210408,-0.3261287129535602,-0.49920266569787564
0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,-2.2138864280027906,0.48714767620902866,-1.9967139764015231,0.4810666966117984,1.1217946685610978,-0.05014713503630962,0.29239309097393434,-0.7600594104376678,-0.6244116053458153,0.23247644599483075,-0.5797869214743431,0.12066694046743386,0.23672158394206855
0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,-2.678139207195302,-1.7806027999205178,0.8240315369991985,-0.9248671810287885,-0.2727854804797461,0.3825836472284669,-0.2551382749398536,0.2822625211956695,0.10286603059407168,-0.11089898100652654,-0.0831696440153239,0.13906156380560392,0.2693985026156056
0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,-2.0245471274140985,-0.9797344481083956,0.46128256942796475,1.6539157948399565,-0.13124360317862319,0.22749943484825458,0.521894768703773,0.0017297137945448448,0.2814771149361361,-0.11786341008038007,0.1433445687632824,-0.156804466036254,0.0920169256872203
0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,1.8842284843746844,0.3825153911326378,-0.498149980213193,1.6401825143625606,1.550726267996558,-0.17883009887575543,-0.03518982151528967,0.7430370441627915,0.02301291585251591,0.3747609381376781,-0.274621703264467,-0.7213694362690751,0.2685053776596871
0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,-2.2624511501017515,-0.4377261374399782,1.1474493815464193,1.0531627562213302,-0.3441597538868823,0.30048768456339353,0.08693318716578596,-0.8927612260920872,0.019791714207919756,-0.08306536856075428,0.033877898714857434,0.04961902683808172,-0.30467908473286487
0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,-2.2752390450254554,-0.140491826377869,0.027876374380943602,-0.137084005286061,-0.5274806503879078,-1.0681006424420292,-0.4274091559396356,1.0982797163684792,-0.9447434421260337,0.22896663871145523,0.4741992457551211,-0.2817061920818497,0.1994104627211808
0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,1.487347422190713,0.4771261277265831,-0.2740596201197865,-1.326534178065124,-0.1657837328749181,0.9114436073023832,-1.8352994573637216,0.37393568634688873,-0.38665046626190924,0.13718739895997567,0.5699043985025647,0.8049797418346812,-0.07288171942969063
0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,4.353892860183556,-2.0056647735194395,0.9808031941723431,-1.35819821998086,2.3317569845898762,-1.8540362490897184,0.07571544790978194,1.3579612577784037,1.299728882833571,1.261372564313057,0.5126311788047685,-1.0440749147076542,0.6341155385780645
0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,-1.5271274617192145,-0.2833072232170235,0.799100563583572,1.7288353309861588,-0.2824688626179193,0.8981669870604923,-0.27751810270878197,-0.7034641490829133,0.7406326708648912,-0.34379843933517545,0.18348404687130027,0.20042528399100346,-0.48007930326970527
0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,-3.048336266358791,-1.468661186845649,0.4214794547295616,-0.2315098082302253,0.05593443107995869,0.2748458631548841,0.18135101915664434,-0.43347424917498795,0.06703189383025301,-0.08196249184557512,-0.11911920899368711,0.08013781068162373,0.33088316322606864
0,0,0,0,0,0,False,False,True,False,False,False,False,True,False,-2.432418247050396,0.3655000501235368,-1.4617343305900774,1.20789712298886,0.17284791726066695,-0.7502365977240185,-0.02869036267252165,-0.11501421684099704,0.18278775270175956,-0.2013365025045045,0.2117222267063951,-0.08914047728303501,0.17254845776777564
0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,3.125893396782305,0.31221109217875476,0.4382471576058134,1.3560753817219038,1.5713296048873004,0.18118405568716342,-1.0508257384815878,1.215672919349314,-0.4189800769027283,-0.07812845414225783,0.861573869481157,0.32763330018888515,0.8602275969544508
0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,-2.2506432847352307,-1.6559898821764094,0.0022441299032516684,-0.687092182298993,-0.2572839915429028,0.038460462057774224,0.0038843270122586797,0.37004389292706935,0.4280062465078781,-0.23298661275280505,0.29268742257782643,-0.062442883669795064,0.011009833334382999
