Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntGoldProds,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp5,AcceptedCmp1,Marital_Status_Married,Marital_Status_Together
-0.9258525149672402,0.4449433400177124,1.8913122290505249,-0.183717311056367,3.02123979815016,-0.1090020694449628,0.6597569567352587,1.1957446190387764,0.3834158078154064,-1.3615884766475277,0,1,0,True,False
-0.9258525149672402,-0.8951790590151216,2.093751807516003,-0.1084609666309609,-0.2277845564542243,0.0249965545375551,1.0126776929948358,1.1957446190387764,1.9239564526701327,-0.9550628934831874,0,1,1,False,False
0.899370484836164,-0.4828337054665573,-0.7582646067476476,-0.3342299999071791,-0.4866353978924858,-0.3578566568410678,-0.3990052520434726,-0.5675654182534284,-0.5409085790974296,0.6710394391741732,0,0,0,False,False
-0.9258525149672402,0.8572886935662767,-0.6004808176495542,-0.3342299999071791,-0.401839432593745,-0.0707167483071005,-0.3990052520434726,-0.5675654182534284,0.075307678844461,0.264513856009833,0,0,0,False,False
-0.9258525149672402,1.4758067238891233,-0.7671957646211246,0.5186752369140895,-0.5089501256026807,-0.3578566568410678,-0.3990052520434726,-0.5675654182534284,-0.2328004501264842,0.264513856009833,0,0,0,False,True
-0.9258525149672402,-1.2388001869722585,-0.7046776595067857,-0.6101699294670013,-0.5625054721071486,-0.5684259230993104,-0.3990052520434726,-0.5675654182534284,-0.8490167080683749,0.264513856009833,0,0,0,True,False
0.899370484836164,-0.8951790590151216,-0.6451366070169392,-0.3593154480489811,-0.4063023781357839,-0.7215672076507597,-0.0460845157838955,-0.5675654182534284,-0.2328004501264842,-0.5485373103188472,0,0,0,True,False
-0.9258525149672402,0.2731327760391439,1.4626166511236296,2.2244857105566265,0.3434724729267663,3.0878222455665383,1.365598429254413,0.8430826115803354,0.075307678844461,-0.9550628934831874,0,0,0,True,False
0.899370484836164,-1.5824213149293955,-0.7761269224946016,-0.3844008961907831,-0.4866353978924858,-0.5684259230993104,-1.104846724562627,-0.5675654182534284,0.075307678844461,-1.3615884766475277,0,0,0,False,True
0.899370484836164,1.4758067238891233,-0.5052151336657997,0.0169662740780491,1.1378767794097064,0.522705729329765,1.0126776929948358,0.1377585966634535,-0.2328004501264842,-0.5485373103188472,0,0,0,True,False
0.899370484836164,-0.9295411718108352,0.280726759200175,-0.183717311056367,-0.4330800513880179,-0.6641392259439661,-0.0460845157838955,0.4904206041218945,0.6915239367863518,-1.3615884766475277,0,0,0,True,False
0.899370484836164,-0.3797473670794162,-0.8029203961150325,-0.5098281368997932,-0.5625054721071486,-0.644996565375035,-0.7519259883030498,-0.9202274257118692,-0.5409085790974296,0.6710394391741732,0,0,0,False,False
-0.9258525149672402,0.9603750319534178,-0.7969662908660479,0.3430770999214753,-0.2456363386223803,-0.6067112442371727,-0.3990052520434726,-0.5675654182534284,0.3834158078154064,-0.5485373103188472,0,0,0,True,False
0.899370484836164,0.6511160167919945,-0.8445991328579252,-0.6352553776088034,-0.6785420562001624,-0.7598525287886219,-1.104846724562627,-0.9202274257118692,-0.8490167080683749,1.0775650223385134,0,0,0,False,True
-0.9258525149672402,-0.9982653974022628,-0.8833008169763255,-0.5599990331833973,-0.7097826749944353,-0.6832818865128973,-1.104846724562627,-0.9202274257118692,-0.8490167080683749,0.6710394391741732,0,0,0,False,False
-0.9258525149672402,1.5445309494805506,-0.6987235542578011,-0.5098281368997932,-0.5714313631912266,-0.0515740877381694,-0.7519259883030498,-0.2149034107949874,-0.8490167080683749,0.6710394391741732,0,0,0,True,False
0.899370484836164,1.613255175071978,-0.2134639764655514,0.9702133034665258,0.1337140324509338,1.537266739483116,0.6597569567352587,0.8430826115803354,0.3834158078154064,-0.5485373103188472,0,0,0,True,False
-0.9258525149672402,0.926012919157704,-0.7791039751190939,-0.5349135850415953,-0.1653033188656785,-0.7789951893575531,-0.0460845157838955,-0.5675654182534284,-0.5409085790974296,1.4840906055028535,0,0,0,False,False
0.899370484836164,-0.2422989158965614,-0.8922319748498024,-0.4345717924743872,-0.7231715116205523,-0.7024245470818284,-1.104846724562627,-0.5675654182534284,-0.5409085790974296,-0.9550628934831874,0,0,0,False,False
0.899370484836164,-1.1013517357894038,0.3551530748124832,-0.4847426887579912,0.3211577452165713,-0.5492832625303793,1.0126776929948358,-0.2149034107949874,1.9239564526701327,-0.5485373103188472,0,0,0,True,False
-0.9258525149672402,-1.6855076533165363,-0.3385001866942293,1.9485457809968043,0.9504330666440688,3.3366768329626435,-0.0460845157838955,0.4904206041218945,0.075307678844461,-1.7681140598118676,0,0,0,False,False
-0.9258525149672402,1.7163415134591191,-0.3504083971921986,-0.6101699294670013,-0.3482840860892771,-0.5684259230993104,0.6597569567352587,-0.5675654182534284,-0.2328004501264842,1.0775650223385134,0,0,0,False,False
