Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Lain-Lain,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Response
0.34213946856682936,1.2941427304490978,-0.8280597443472588,-0.9258525149672402,0.4449433400177124,1.8913122290505249,-0.18371731105636704,3.02123979815016,-0.22992491562231634,1.645924955213801,-0.10900206944496289,-0.6864064595501962,0.6597569567352587,1.1957446190387764,0.3834158078154064,-1.3615884766475275,0,0,1,0,0,0,False,False,False,True,False,True,False,False,False,0
-1.9433880817766567,1.1772828344839046,-0.8280597443472588,-0.9258525149672402,-0.8951790590151216,2.093751807516003,-0.10846096663096098,-0.22778455645422438,0.3873688738831252,0.9939315292044142,0.024996554537555143,-0.6864064595501962,1.0126776929948358,1.1957446190387764,1.9239564526701332,-0.9550628934831874,0,0,1,1,0,0,False,False,False,True,False,False,True,False,False,1
1.019332816816751,-0.3738748844627541,1.0267940829906008,0.899370484836164,-0.48283370546655735,-0.7582646067476476,-0.3342299999071791,-0.4866353978924858,-0.24808061531365286,-0.2859074181473455,-0.3578566568410678,0.8660214439171386,-0.39900525204347265,-0.5675654182534284,-0.5409085790974296,0.6710394391741732,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,0
0.003542794441868435,-0.9696146563378747,-0.8280597443472588,-0.9258525149672402,0.8572886935662767,-0.6004808176495542,-0.3342299999071791,-0.401839432593745,-0.32070341407899894,-0.21346370414630247,-0.07071674830710059,-0.16893049172775124,-0.39900525204347265,-0.5675654182534284,0.07530767884446109,0.26451385600983307,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False,0
-0.9275980594017741,-0.9844716799050659,-0.8280597443472588,-0.9258525149672402,1.4758067238891233,-0.7671957646211246,0.5186752369140895,-0.5089501256026807,-0.3025477143876624,-0.1651678948122738,-0.3578566568410678,-0.16893049172775124,-0.39900525204347265,-0.5675654182534284,-0.23280045012648426,0.26451385600983307,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,0
1.1886311538792316,-0.6241408705984618,-0.8280597443472588,-0.9258525149672402,-1.2388001869722585,-0.7046776595067857,-0.6101699294670013,-0.5625054721071486,-0.6111946091403831,-0.5756822741515175,-0.5684259230993104,-0.6864064595501962,-0.39900525204347265,-0.5675654182534284,-0.8490167080683749,0.26451385600983307,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,0
-0.33505387968309247,0.652833741586236,-0.8280597443472588,0.899370484836164,-0.8951790590151216,-0.6451366070169392,-0.35931544804898113,-0.40630237813578396,-0.08467931809162423,-0.2859074181473455,-0.7215672076507597,-0.6864064595501962,-0.04608451578389554,-0.5675654182534284,-0.23280045012648426,-0.5485373103188472,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,0
-1.5201422391204555,1.0290581109879748,-0.8280597443472588,-0.9258525149672402,0.27313277603914393,1.4626166511236296,2.2244857105566265,0.3434724729267663,2.039537545794748,-0.6481259881525605,3.0878222455665383,-0.6864064595501962,1.365598429254413,0.8430826115803354,0.07530767884446109,-0.9550628934831874,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,0
0.6807361426917903,0.12443045378567139,-0.8280597443472588,0.899370484836164,-1.5824213149293955,-0.7761269224946016,-0.38440089619078316,-0.4866353978924858,-0.5022604109923641,0.028015342523840848,-0.5684259230993104,-0.6864064595501962,-1.104846724562627,-0.5675654182534284,0.07530767884446109,-1.3615884766475275,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,0
0.2574903000355891,0.8669361199692459,-0.8280597443472588,0.899370484836164,1.4758067238891233,-0.5052151336657997,0.016966274078049105,1.1378767794097064,-0.44779331191835453,4.060715421915234,0.522705729329765,-0.16893049172775124,1.0126776929948358,0.1377585966634535,-0.23280045012648426,-0.5485373103188472,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,0
