AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Lain-Lain,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Response,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
0,0,1,0,0,0,False,False,False,True,False,True,False,False,False,0,3.3046601670679245,-1.044156328795666,-0.1833978046635544,0.47659252593017365,1.3636863593799815,-1.4986895530392468,-0.14883715660664704,-0.49520641124868703,1.6899181926500935,0.18107145593421206,-0.7645891719571584,-0.028747551828245805,-0.23387122642830735
0,0,1,1,0,0,False,False,False,True,False,False,True,False,False,1,2.9413104743283456,0.6871005998158952,-1.247208168442817,-1.2069687026875477,1.1156417898431874,-0.12203084552888104,-0.39216576909974316,-1.28167480675332,0.04924145215129794,1.4830252823063774,0.6382654908329322,-0.32570977771568665,-0.6062205466341034
0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,0,-1.8669591125265694,0.40038692155651323,1.051723219684033,-0.25456678548014083,-0.6908350349660941,-0.2818531012645415,-0.27887197545116177,0.7540103470836377,0.11505890825092532,-0.22135102639650475,-0.1646164813929204,0.43155133505259063,-0.04292800886765171
0,0,0,0,0,0,False,False,True,False,False,False,True,False,False,0,-0.6423177760383997,-0.5950099713390664,-0.3709117503023314,0.7097568179850995,0.5802098479499679,0.5114786418943295,0.007033305116997984,-0.12058743664728101,-0.16627748990358718,-0.3511047939273458,0.8404964429266752,-0.8664436147600669,-0.04227653157883412
0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,0,-0.5474019321488109,-0.5090268106401368,-0.9775226975171191,1.2513857383479277,-0.07965459963717525,0.6389287361597606,-0.1284088982077486,-0.7841290059052332,-0.5894899130290754,-0.5242764069314111,0.44637129368377393,-1.26138176500082,0.1457553225576047
0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,0,-1.5070860053968758,-1.3546830901898212,0.1975161609066909,-1.3261934499853383,1.0761914627235687,0.3780690132311003,0.026293764378386222,0.28344218627337014,0.33416402009057977,-0.864150186864757,0.2776035379370057,-0.34537748909374105,0.2816608850628499
0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,0,-0.6298856785118397,0.05514934035762474,-1.3497506806393385,-1.1570167711671084,-0.037148576762985955,0.3981921669919528,-0.519251783387892,0.5569741642276399,0.24167036239961515,-0.440815138603668,0.07124482988978896,0.16582972784478242,0.5270871191822291
0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,0,3.813832125070666,0.09260460027777775,-0.12288347090568257,0.17851656677822872,-0.3150607911049399,1.865353816968545,2.2651668183437232,-0.9061893399094296,-1.746103763492221,0.3946676470602928,-0.31417338849901993,0.28989890291611875,0.8502001557766956
0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,0,-0.7166707648940811,-0.7739406898141666,-1.1779568398609794,-1.7879850183140147,-0.08629410447611945,-0.00022288554096749474,-0.5272621620568756,1.89425270906709,0.44236267857074,-0.24158676019230022,0.025772223567260978,-0.1728994766242703,-0.10938812924964857
0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,0,1.9916194234126887,-0.012022918189839358,0.005785752030060019,1.6066487311690907,-1.0081038765058667,1.1041766123451706,-1.4911267677119462,0.29929077065429127,3.2274209753937653,-0.2897103120321198,-0.6348655527082498,-0.707031974697231,-0.6726179427561698
0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,0,0.3732593612071679,0.3651764118936051,-1.6889865581187775,-1.2600623050569775,0.6447269002433937,-0.4199847911689634,-0.28150105665783964,1.0104061641318418,-0.1394346679487753,0.19022511049294902,-0.23867222317515116,-0.03684476666598126,0.3427445977089829
0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,0,-2.278986661012592,0.5914724471440839,-0.3229114293741947,-0.3357292184992518,-0.8255931090672569,-0.18457940000694953,-0.1626860081720018,-0.04471361967779293,-0.10700830378809625,0.1518712108987496,-0.1886265888936081,0.18750989804670462,-0.27301876912715034
0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,0,-0.6976245130518042,-1.4418947519135388,1.1829475279634194,1.106811613451451,-0.24177063657907463,-0.4319492880805571,-0.9741822591171849,0.8586883454707114,-0.19941309526820797,0.6667340931652554,0.22107998379980706,-0.5182163397478103,0.31146459062719917
0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,0,-2.0409104538912266,0.48187799308972007,-2.146243959342181,0.3513551090131366,-0.21425976032935481,0.678177264750521,-0.012228203350670385,-0.6553018766933232,-0.18627199914472004,-1.086403729220384,0.2112724041749587,-0.06052073206417462,-0.5407737136504286
0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,-2.5878259292595387,-1.8049643359057819,0.9474681208274771,-0.866418428514439,0.3980469527586758,0.010435119724626657,-0.12168987401590492,0.27212882925232285,-0.06712564746762781,0.049123434670350484,-0.07324077872683099,0.21553997978400904,-0.25025349834291727
0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,0,-1.8961200047300846,-0.9810716739901315,0.4475203749359886,1.6747619824480262,0.2281976370519815,0.03883551673522926,0.5246943298787637,-0.26504448631917465,-0.03605345382473234,0.20918788686837914,-0.009390128006059073,-0.15232282874770528,-0.16179094706563096
0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,0,1.9829865682516514,0.438528962577402,-0.7307197535483541,1.5301338888385145,-0.4878218717356788,1.4253899990803605,0.2699652115617182,0.587095784332735,0.3790974863979198,-0.11904549374419963,-0.6830599642686538,-0.3847770687447879,-0.11903916448472977
0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,0,-2.0769169791916284,-0.42437029964394235,1.1254070700178127,1.0883772253576995,0.3618413489248117,-0.2644623200822674,-0.22425384443629312,-0.8388250778271792,-0.14544794119236495,-0.11690587884966848,0.2297547781869958,-0.12242650375977862,0.21341910984413826
0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,0,-1.9682779589401251,-0.11936993317084088,-0.012595914611950457,-0.13789764701909984,-0.9060405061568164,-0.9044935278252838,-0.18920969741699623,1.5981689527797842,0.20266451401891222,0.34760829897789575,-0.1822491338511311,-0.015589928041647268,0.20622642745327743
0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,0,1.3406177794435006,0.4642614161363214,-0.20459832218017204,-1.3133725372643106,0.9101128512311711,0.137212459027836,-1.6387532072708302,1.0463021903218335,0.1787806082720967,0.3409091493769252,0.6223944043176796,0.653244376694879,0.2647040306624151
0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,1,4.203899743589622,-1.9579383868230396,0.9193860044453498,-1.4122109961196838,-2.353068784460641,2.232919020449684,0.7653689545807362,0.5825358013329387,1.612087321182983,0.5024884048909973,-0.2096959652474435,-0.9776368561006095,-1.1338857826846838
0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,0,-1.51683707432131,-0.29709277414519986,0.8296420232684707,1.7794110399171834,0.8874817460599161,0.19893067170340575,-0.40845324567725466,-0.8359227368470064,-0.12424326232041785,0.45277296060074923,0.12162755404535776,0.09844663962170558,0.5300449788848139
